2023-10-30 16:19:22,793 - INFO - 申请查询页
2023-10-30 16:19:25,656 - INFO - 错误队列
2023-10-30 16:19:25,656 - INFO - 错误队列
2023-10-30 16:23:46,359 - INFO - 测试用户登录
2023-10-30 16:23:46,359 - INFO - 测试用户登录
2023-10-30 16:23:46,359 - INFO - 测试用户登录
2023-10-30 16:23:46,446 - DEBUG - 输入用户名称：add
2023-10-30 16:23:46,446 - DEBUG - 输入用户名称：add
2023-10-30 16:23:46,446 - DEBUG - 输入用户名称：add
2023-10-30 16:23:46,544 - DEBUG - 输入用户密码：111111
2023-10-30 16:23:46,544 - DEBUG - 输入用户密码：111111
2023-10-30 16:23:46,544 - DEBUG - 输入用户密码：111111
2023-10-30 16:23:46,590 - DEBUG - 点击登录
2023-10-30 16:23:46,590 - DEBUG - 点击登录
2023-10-30 16:23:46,590 - DEBUG - 点击登录
2023-10-30 16:23:51,931 - DEBUG - 输入用户名称：Administrator
2023-10-30 16:23:51,931 - DEBUG - 输入用户名称：Administrator
2023-10-30 16:23:51,931 - DEBUG - 输入用户名称：Administrator
2023-10-30 16:23:52,028 - DEBUG - 输入用户密码：222222
2023-10-30 16:23:52,028 - DEBUG - 输入用户密码：222222
2023-10-30 16:23:52,028 - DEBUG - 输入用户密码：222222
2023-10-30 16:23:52,071 - DEBUG - 点击登录
2023-10-30 16:23:52,071 - DEBUG - 点击登录
2023-10-30 16:23:52,071 - DEBUG - 点击登录
2023-10-30 16:23:57,352 - DEBUG - 输入用户名称：Administrator
2023-10-30 16:23:57,352 - DEBUG - 输入用户名称：Administrator
2023-10-30 16:23:57,352 - DEBUG - 输入用户名称：Administrator
2023-10-30 16:23:57,398 - DEBUG - 输入用户密码：000000
2023-10-30 16:23:57,398 - DEBUG - 输入用户密码：000000
2023-10-30 16:23:57,398 - DEBUG - 输入用户密码：000000
2023-10-30 16:23:57,429 - DEBUG - 点击登录
2023-10-30 16:23:57,429 - DEBUG - 点击登录
